exp_id,chunk,retriever,model,n_docs,ret_recall,ret_mrr,gen_fill,gen_match,gen_sim
35,C1,R1,G1,2,0.8636363636363636,0.375485877758605,1.0,0.045454545454545456,29.053599397289773
