exp_id,chunk,retriever,model,n_docs,ret_recall,ret_mrr,gen_fill,gen_match,gen_sim
23,C4,R3,G1,30,0.6650793650793653,0.27751817847055943,1.0,0.19016004062443695,37.530606760842375
