exp_id,chunk,retriever,model,n_docs,ret_recall,ret_mrr,gen_fill,gen_match,gen_sim
16,C3,R2,G2,30,0.6682539682539684,0.3231122581122581,1.0,0.14348714924566316,27.6020949273496
