exp_id,chunk,retriever,model,n_docs,ret_recall,ret_mrr,gen_fill,gen_match,gen_sim
18,C3,R3,G2,30,0.6650793650793653,0.27751817847055943,1.0,0.09435533277638539,19.627659520554197
