exp_id,chunk,retriever,model,n_docs,ret_recall,ret_mrr,gen_fill,gen_match,gen_sim
24,C4,R3,G2,30,0.6650793650793653,0.27751817847055943,1.0,0.11341228889216508,23.36796143430673
