exp_id,chunk,retriever,model,n_docs,ret_recall,ret_mrr,gen_fill,gen_match,gen_sim
11,C2,R3,G1,30,0.7746031746031748,0.34244250458536174,1.0,0.18215776369027145,36.294536850673424
